0,51.50928696,-0.161032666,30.27899019,0,0,0
0.5,51.50925717,-0.1610254226,30.82169972,0,0,0
1,51.50928989,-0.1610467109,23.16921996,0,0,0
1.5,51.50928845,-0.1610258346,31.18733729,0,0,0
2,51.50928391,-0.161032381,26.31785078,0,0,0
2.5,51.50930694,-0.1610411471,24.93877558,0,0,0
3,51.50928386,-0.1609954942,28.78947364,0,0,0
3.5,51.50930757,-0.161002359,25.04662209,0,0,0
4,51.50932491,-0.161024687,25.313238,0,0,0
4.5,51.50929049,-0.161001735,19.97783912,0,0,0
5,51.50932987,-0.1610467405,25.84273102,0,0,0
5.5,51.50935547,-0.1610212064,19.22108787,0,0,0
6,51.5092803,-0.1610282639,27.80186027,0,0,0
6.5,51.5093372,-0.1609978982,26.34925766,0,0,0
7,51.50935517,-0.1610186675,30.72473718,0,0,0
7.5,51.50934325,-0.1609944722,32.22755466,0,0,0
8,51.50935139,-0.1609978992,25.43512796,0,0,0
8.5,51.50934715,-0.1610197645,34.17712307,0,0,0
9,51.50936079,-0.1610276393,23.28992606,0,0,0
9.5,51.50935726,-0.1610280999,23.93848155,0,0,0
10,51.5093957,-0.1610544965,19.08004452,0,0,0
10.5,51.50938184,-0.1610432554,30.28626941,0,0,0
11,51.50937784,-0.1610365806,20.66844538,0,0,0
11.5,51.50938834,-0.1610202097,27.2958774,0,0,0
12,51.50940058,-0.1610218176,24.87439424,0,0,0
12.5,51.5094083,-0.1610164178,29.01082519,0,0,0
13,51.50941317,-0.1610415122,28.07913776,0,0,0
13.5,51.50941539,-0.1610597005,34.42365523,0,0,0
14,51.50942113,-0.1610253901,23.19058012,0,0,0
14.5,51.50942244,-0.1609945146,32.39939434,0,0,0
15,51.50943398,-0.1610154339,26.83862971,0,0,0
15.5,51.50944309,-0.160997361,21.5526237,0,0,0
16,51.50945339,-0.1610512075,23.37312677,0,0,0
16.5,51.50945436,-0.1609851012,25.3048137,0,0,0
17,51.50943563,-0.1610218608,33.78471835,0,0,0
17.5,51.50945829,-0.1610178244,27.89993445,0,0,0
18,51.50946847,-0.1609842316,27.08332873,0,0,0
18.5,51.50946751,-0.161002715,28.58513713,0,0,0
19,51.50948209,-0.1609811442,21.10994714,0,0,0
19.5,51.50947575,-0.1610264913,27.83790507,0,0,0
20,51.50949317,-0.1610486772,26.57083273,0,0,0
20.5,51.50946599,-0.160990594,27.17946117,0,0,0
21,51.50949182,-0.1610021225,23.72076315,0,0,0
21.5,51.50950563,-0.1609715148,28.9317858,0,0,0
22,51.50954223,-0.161069704,19.30841978,0,0,0
22.5,51.50953188,-0.1610637843,19.88461386,0,0,0
23,51.50955139,-0.1610656372,22.51797337,0,0,0
23.5,51.50951777,-0.1610278201,28.74718596,0,0,0
24,51.50953017,-0.160994059,26.15591929,0,0,0
24.5,51.50953595,-0.1610126555,30.16630284,0,0,0
25,51.50954047,-0.1610407511,26.22937052,0,0,0
25.5,51.50957422,-0.1609994667,27.5575471,0,0,0
26,51.50955237,-0.1610321076,21.23678744,0,0,0
26.5,51.50953803,-0.161016832,25.53546896,0,0,0
27,51.50956654,-0.1610315807,22.95231612,0,0,0
27.5,51.50958715,-0.1610023057,25.99866196,0,0,0
28,51.50957854,-0.1610461098,22.91396648,0,0,0
28.5,51.5095861,-0.1610533225,30.02588851,0,0,0
29,51.5095769,-0.1610139603,26.54579114,0,0,0
29.5,51.50959848,-0.1610334281,24.44595676,0,0,0
30,51.50963167,-0.1610193232,22.31207334,0,0,0
30.5,51.50961251,-0.1610041057,27.61519457,0,0,0
31,51.50959048,-0.1609904331,26.98038628,0,0,0
31.5,51.50959611,-0.1610254068,27.91127023,0,0,0
32,51.50962382,-0.1609995136,25.78595597,0,0,0
32.5,51.50960339,-0.1609609528,31.24004843,0,0,0
33,51.50962689,-0.161082995,28.14826732,0,0,0
33.5,51.50963257,-0.1610137514,28.97572225,0,0,0
34,51.50965214,-0.1610403776,25.91216986,0,0,0
34.5,51.50964306,-0.1610091047,26.47574422,0,0,0
35,51.50963356,-0.161006503,26.2228204,0,0,0
35.5,51.50963881,-0.1610351936,28.74262725,0,0,0
36,51.50963208,-0.161012031,27.38898212,0,0,0
36.5,51.50962599,-0.1609888241,30.16996482,0,0,0
37,51.50963552,-0.1610001848,26.5871869,0,0,0
37.5,51.50964073,-0.1610250115,28.06897501,0,0,0
38,51.50967404,-0.1610247526,28.17591691,0,0,0
38.5,51.5096503,-0.1610269389,26.93289212,0,0,0
39,51.50963628,-0.1610074194,23.63488041,0,0,0
39.5,51.50962765,-0.1609853969,35.96505876,0,0,0
40,51.50961895,-0.1610071863,27.19228796,0,0,0
40.5,51.50963138,-0.1610176447,27.7816388,0,0,0
41,51.50964177,-0.1609850775,19.94838571,0,0,0
41.5,51.50962686,-0.1610009492,23.74888995,0,0,0
42,51.50961142,-0.1609977481,27.18421486,0,0,0
42.5,51.50961238,-0.1609990956,29.51313179,0,0,0
43,51.509607,-0.1610298456,27.01311107,0,0,0
43.5,51.50961469,-0.1610055346,23.42434275,0,0,0
44,51.50957156,-0.1609848729,31.33888897,0,0,0
44.5,51.50961968,-0.1609876156,25.32653321,0,0,0
45,51.50957041,-0.1609646072,25.47371793,0,0,0
45.5,51.50956899,-0.1609834137,29.00159347,0,0,0
46,51.50958135,-0.1610430565,21.2116579,0,0,0
46.5,51.50956833,-0.1610210822,29.97018358,0,0,0
47,51.50955645,-0.1610211863,31.75946568,0,0,0
47.5,51.50955459,-0.1610104838,28.82539483,0,0,0
48,51.50954876,-0.1610331453,23.83146058,0,0,0
48.5,51.50952917,-0.1609752477,26.31736996,0,0,0
49,51.50956602,-0.1610310221,19.8649771,0,0,0
49.5,51.50957465,-0.1610245343,20.49428877,0,0,0
50,51.50954172,-0.1610267511,28.28656848,0,0,0
50.5,51.50953642,-0.1610339826,30.31981938,0,0,0
51,51.50951528,-0.16104299,25.93716678,0,0,0
51.5,51.50950806,-0.1609704769,29.69944841,0,0,0
52,51.50952326,-0.1610100212,24.43556598,0,0,0
52.5,51.50950161,-0.1609877402,22.46726987,0,0,0
53,51.50949696,-0.161001672,27.54029639,0,0,0
53.5,51.5094779,-0.1610316893,18.88967174,0,0,0
54,51.50950497,-0.1610209039,23.90560225,0,0,0
54.5,51.5094463,-0.1609647529,34.27986421,0,0,0
55,51.50948549,-0.1609955262,26.47665339,0,0,0
55.5,51.50946187,-0.1610018748,34.48011762,0,0,0
56,51.50946262,-0.1610150633,28.27833216,0,0,0
56.5,51.50947128,-0.1610001391,28.58770936,0,0,0
57,51.50946112,-0.1610180688,23.91283973,0,0,0
57.5,51.50943532,-0.1610345064,25.18823697,0,0,0
58,51.5094612,-0.1609925311,23.53124844,0,0,0
58.5,51.50944689,-0.1610389803,28.37458991,0,0,0
59,51.50944052,-0.1610132532,20.28405772,0,0,0
59.5,51.50942657,-0.1609889602,32.58706764,0,0,0
60,51.50941122,-0.1609893943,23.52396977,0,0,0
60.5,51.50941526,-0.1609984489,30.09236369,0,0,0
61,51.50941271,-0.1610193886,27.50312113,0,0,0
61.5,51.50941645,-0.1610487082,25.61054115,0,0,0
62,51.50937223,-0.1610347044,24.4036445,0,0,0
62.5,51.50939322,-0.1609725711,27.12538186,0,0,0
63,51.50939486,-0.1610230029,25.05358679,0,0,0
63.5,51.50937487,-0.1610230001,32.04537804,0,0,0
64,51.50935413,-0.1610192845,26.11404402,0,0,0
64.5,51.50935521,-0.1610258068,29.03782456,0,0,0
65,51.50935097,-0.1610278915,25.3385589,0,0,0
65.5,51.50937485,-0.1610491323,27.9554129,0,0,0
66,51.50934275,-0.1610227409,29.99218685,0,0,0
66.5,51.50931894,-0.1609915666,25.64835962,0,0,0
67,51.50934879,-0.1609772095,28.91354736,0,0,0
67.5,51.50935101,-0.1610054371,22.67718523,0,0,0
68,51.50930799,-0.1610126809,27.16243708,0,0,0
68.5,51.50931805,-0.1610172343,28.61772706,0,0,0
69,51.50936225,-0.1610288894,17.81002393,0,0,0
69.5,51.50931221,-0.1610132084,32.55325016,0,0,0
70,51.50931031,-0.1609993328,24.41640191,0,0,0
70.5,51.50931398,-0.1610136707,26.03827756,0,0,0
71,51.50927819,-0.1610058309,26.45757682,0,0,0
71.5,51.50928801,-0.1610015595,29.0605553,0,0,0
72,51.50927295,-0.1609904176,32.11137693,0,0,0
72.5,51.50930135,-0.1610011007,34.02307109,0,0,0
73,51.50926371,-0.161022381,25.09703449,0,0,0
73.5,51.50927526,-0.1609875346,26.39287345,0,0,0
74,51.50927495,-0.1609723402,28.42618952,0,0,0
74.5,51.50927788,-0.160982858,33.64359032,0,0,0
75,51.50930021,-0.1609963132,18.47839665,0,0,0
75.5,51.50927582,-0.1609744835,26.32248348,0,0,0
76,51.50929833,-0.1610115557,25.3476205,0,0,0
76.5,51.50927314,-0.161027337,29.84477094,0,0,0
77,51.50929166,-0.1610204957,27.78496093,0,0,0
77.5,51.50926712,-0.1610027489,30.9679771,0,0,0
78,51.50927487,-0.1609722525,25.1115878,0,0,0
78.5,51.50927526,-0.160962096,30.72166787,0,0,0
79,51.50927415,-0.160973783,29.14170522,0,0,0
79.5,51.50928001,-0.1609699111,22.08298657,0,0,0
80,51.50925876,-0.1610132652,27.74881217,0,0,0
80.5,51.50927539,-0.1610184584,27.64406554,0,0,0
81,51.50929889,-0.1610200288,29.84545886,0,0,0
81.5,51.50932492,-0.1610086438,24.16749763,0,0,0
82,51.50932341,-0.1610313602,23.84285019,0,0,0
82.5,51.50928745,-0.1609965711,27.11485336,0,0,0
83,51.5093156,-0.1609598143,27.99096566,0,0,0
83.5,51.50933892,-0.1610020875,22.82786783,0,0,0
84,51.50931451,-0.161005703,25.92409357,0,0,0
84.5,51.50934164,-0.1609917934,30.63242988,0,0,0
85,51.50935824,-0.1610288899,25.26314365,0,0,0
85.5,51.50934434,-0.1610089542,25.55102901,0,0,0
86,51.50935215,-0.1609976376,27.88200066,0,0,0
86.5,51.50937146,-0.160985707,19.7669502,0,0,0
87,51.50936388,-0.1609913461,23.96574098,0,0,0
87.5,51.50936336,-0.1609938691,30.76513539,0,0,0
88,51.50938409,-0.1610180045,31.02449507,0,0,0
88.5,51.50937452,-0.1610243406,23.57536976,0,0,0
89,51.50937913,-0.1610116,27.28469271,0,0,0
89.5,51.50940236,-0.1609529305,27.71588267,0,0,0
90,51.50939196,-0.1609984657,26.71624491,0,0,0
90.5,51.50940596,-0.1609807026,27.4236055,0,0,0
91,51.50940349,-0.1609992508,23.26052727,0,0,0
91.5,51.5094032,-0.1609761539,30.87163963,0,0,0
92,51.50944989,-0.1609964944,26.10313344,0,0,0
92.5,51.50942078,-0.1610165087,26.40442183,0,0,0
93,51.50945119,-0.160996931,27.49181789,0,0,0
93.5,51.50943791,-0.1610115978,26.36079088,0,0,0
94,51.50942669,-0.1609643562,30.37418528,0,0,0
94.5,51.50944933,-0.1609891713,20.64184887,0,0,0
95,51.50946308,-0.160974107,27.2012205,0,0,0
95.5,51.50946622,-0.1609819072,25.91316396,0,0,0
96,51.50948067,-0.1609855774,27.39561415,0,0,0
96.5,51.5094799,-0.1609734315,27.74563489,0,0,0
97,51.50948058,-0.1609561601,30.62270558,0,0,0
97.5,51.5094672,-0.1609858035,27.59250912,0,0,0
98,51.50949739,-0.161024372,22.71772712,0,0,0
98.5,51.50951292,-0.160982496,24.39304765,0,0,0
99,51.50948993,-0.1610192732,25.2393636,0,0,0
99.5,51.50950041,-0.161015097,24.39866713,0,0,0
100,51.50950893,-0.1610040782,26.94982751,0,0,0
100.5,51.50950995,-0.1609808325,25.37277515,0,0,0
101,51.50951955,-0.1609960341,27.22858586,0,0,0
101.5,51.50952004,-0.1610419978,29.10167332,0,0,0
102,51.509558,-0.1610488897,24.40914576,0,0,0
102.5,51.50951338,-0.1610161705,34.61541699,0,0,0
103,51.50950435,-0.1609847518,35.75858927,0,0,0
103.5,51.50955074,-0.1610348981,25.08022315,0,0,0
104,51.50953485,-0.1609772878,27.16749618,0,0,0
104.5,51.5095503,-0.1609687928,27.72575777,0,0,0
105,51.50955039,-0.1609518151,23.32416575,0,0,0
105.5,51.50957572,-0.1610294737,25.06526498,0,0,0
106,51.50956186,-0.1609562141,29.89580431,0,0,0
106.5,51.5095858,-0.1609789521,30.55098481,0,0,0
107,51.50959994,-0.1609437854,31.29776109,0,0,0
107.5,51.50955967,-0.1610085923,33.02038007,0,0,0
108,51.50961029,-0.1609731154,28.58843587,0,0,0
108.5,51.50963036,-0.1609725903,28.69854036,0,0,0
109,51.50962621,-0.1610474777,22.54540182,0,0,0
109.5,51.50960355,-0.1609914425,28.33830526,0,0,0
110,51.5096293,-0.1609914429,23.99943948,0,0,0
110.5,51.50960613,-0.1609965908,28.85090242,0,0,0
111,51.50964921,-0.1610203027,28.25119104,0,0,0
111.5,51.50960443,-0.1610089861,34.05769536,0,0,0
112,51.50963225,-0.1610103335,32.01594187,0,0,0
112.5,51.50963963,-0.161012602,30.85218632,0,0,0
113,51.50962306,-0.1610127063,31.95233464,0,0,0
113.5,51.5096189,-0.1609551846,25.56039299,0,0,0
114,51.50964602,-0.1609817832,23.62490573,0,0,0
114.5,51.5096563,-0.1610165471,22.96800496,0,0,0
115,51.50962903,-0.1609953457,30.42793294,0,0,0
115.5,51.50964408,-0.1610195034,22.61451274,0,0,0
116,51.50963227,-0.1609758804,24.02423314,0,0,0
116.5,51.50964341,-0.1609853823,25.90379857,0,0,0
117,51.50964491,-0.1609905545,26.29169883,0,0,0
117.5,51.50966363,-0.1610125704,23.2254508,0,0,0
118,51.50964187,-0.1609893859,33.71863376,0,0,0
118.5,51.50960951,-0.1610022151,25.9845341,0,0,0
119,51.50962454,-0.1609840293,29.63589628,0,0,0
119.5,51.50963309,-0.1610241556,26.51073583,0,0,0
120,51.50963944,-0.1609874922,19.60705908,0,0,0
120.5,51.50960592,-0.1609812294,25.88414668,0,0,0
121,51.50960327,-0.1610006407,25.92414057,0,0,0
121.5,51.50962375,-0.160961611,22.94951613,0,0,0
122,51.50959483,-0.1610076857,23.48435646,0,0,0
122.5,51.50959839,-0.1609715015,27.57126322,0,0,0
123,51.50957924,-0.1609632185,28.55379599,0,0,0
123.5,51.50957997,-0.1610164957,29.61443672,0,0,0
124,51.5095812,-0.1610194437,27.61745303,0,0,0
124.5,51.50956427,-0.1609990351,35.03835459,0,0,0
125,51.50956386,-0.1609698417,25.15344979,0,0,0
125.5,51.50956275,-0.1609506747,24.83390174,0,0,0
126,51.50955019,-0.1609843804,24.72865764,0,0,0
126.5,51.50955599,-0.1609870281,22.56036582,0,0,0
127,51.50954175,-0.1609843059,23.73152475,0,0,0
127.5,51.50952027,-0.16100767,29.67483316,0,0,0
128,51.50956259,-0.1609756024,24.39895531,0,0,0
128.5,51.5095369,-0.1609836609,24.03177436,0,0,0
129,51.50950081,-0.1609734334,25.42790631,0,0,0
129.5,51.50950681,-0.1609764972,28.43287532,0,0,0
130,51.50951463,-0.160956423,25.62877741,0,0,0
130.5,51.50950403,-0.1609661334,26.47373717,0,0,0
131,51.50949013,-0.1609839184,35.65719367,0,0,0
131.5,51.5094924,-0.1610100671,28.8597855,0,0,0
132,51.50949496,-0.1609561102,29.95823197,0,0,0
132.5,51.50946854,-0.1609873651,32.79620304,0,0,0
133,51.50946754,-0.1609214939,27.25471536,0,0,0
133.5,51.50946974,-0.1610023578,23.28741993,0,0,0
134,51.50945627,-0.160994867,24.99536416,0,0,0
134.5,51.50944297,-0.1610017313,25.46665389,0,0,0
135,51.509472,-0.1609738899,27.95483685,0,0,0
135.5,51.50942157,-0.1609932879,33.74801011,0,0,0
136,51.50943794,-0.1610029052,29.38783623,0,0,0
136.5,51.50944452,-0.1609809359,29.89943927,0,0,0
137,51.50946018,-0.1609659397,29.25644122,0,0,0
137.5,51.50942019,-0.1609947714,26.42324297,0,0,0
138,51.50945081,-0.1609654613,31.78179624,0,0,0
138.5,51.50940725,-0.1609616706,29.05336902,0,0,0
139,51.50942643,-0.1610044644,31.55777263,0,0,0
139.5,51.509397,-0.1609730835,30.82283101,0,0,0
140,51.50941494,-0.1609725535,25.52282789,0,0,0
140.5,51.50940016,-0.1609900296,27.86387438,0,0,0
141,51.50938445,-0.1609969008,23.64502216,0,0,0
141.5,51.50939328,-0.1609763045,23.45411855,0,0,0
142,51.50938663,-0.1610002609,26.24840909,0,0,0
142.5,51.50936405,-0.1609477762,23.45416852,0,0,0
143,51.50935075,-0.1610032586,32.8837813,0,0,0
143.5,51.50938381,-0.1610175302,22.46100424,0,0,0
144,51.50934144,-0.1609821813,31.89817547,0,0,0
144.5,51.50933868,-0.1609917432,32.8328937,0,0,0
145,51.50931719,-0.1609565455,26.3984714,0,0,0
145.5,51.50934694,-0.1609640543,28.832171,0,0,0
146,51.50933408,-0.1610014338,26.85554568,0,0,0
146.5,51.50932442,-0.1609700504,34.09084062,0,0,0
147,51.50931246,-0.1609803542,27.0964937,0,0,0
147.5,51.50930061,-0.1609633085,25.41685496,0,0,0
148,51.5093258,-0.1609758069,21.17209892,0,0,0
148.5,51.50929495,-0.1609972522,28.92962876,0,0,0
149,51.5092837,-0.1610205535,28.62623794,0,0,0
149.5,51.5092968,-0.1609637165,26.75377458,0,0,0
150,51.50928479,-0.1609671713,27.67124809,0,0,0
150.5,51.50929959,-0.1609426286,27.53631284,0,0,0
151,51.50926162,-0.1609835413,27.36519301,0,0,0
151.5,51.50928535,-0.1610030529,20.86970853,0,0,0
152,51.5092676,-0.1609439423,28.89858059,0,0,0
152.5,51.50928826,-0.1610132724,22.28866272,0,0,0
153,51.50929134,-0.1609702906,23.51654282,0,0,0
153.5,51.5092823,-0.160962107,24.50370093,0,0,0
154,51.50927619,-0.160976065,31.03050896,0,0,0
154.5,51.50931967,-0.160989121,25.50999497,0,0,0
155,51.50926035,-0.1609540154,33.99938682,0,0,0
155.5,51.50927369,-0.160975127,32.813986,0,0,0
156,51.50928909,-0.1609616184,28.17923911,0,0,0
156.5,51.5092677,-0.1609490388,27.8455927,0,0,0
157,51.50929046,-0.1609394538,24.85631582,0,0,0
157.5,51.50926808,-0.1609508777,27.10555889,0,0,0
158,51.50927953,-0.1609381121,27.39511098,0,0,0
158.5,51.5092747,-0.1610075216,31.26348695,0,0,0
159,51.50930739,-0.1609608078,27.36064013,0,0,0
159.5,51.50927666,-0.160931357,24.76049001,0,0,0
160,51.50930813,-0.1609732258,26.62455843,0,0,0
160.5,51.50930913,-0.1609842323,25.04545723,0,0,0
161,51.50933084,-0.1609721411,27.81650735,0,0,0
161.5,51.50931738,-0.1609626769,33.65210827,0,0,0
162,51.50932475,-0.1609481127,31.91690735,0,0,0
162.5,51.50933246,-0.1609760181,28.11945973,0,0,0
163,51.50937226,-0.160965012,24.86885369,0,0,0
163.5,51.50930201,-0.1609849778,31.9079206,0,0,0
164,51.5093501,-0.1609454524,31.53363959,0,0,0
164.5,51.50935109,-0.1609618587,29.58305216,0,0,0
165,51.50937582,-0.1609763703,26.35748583,0,0,0
165.5,51.50938427,-0.1610003702,28.56830132,0,0,0
166,51.50936485,-0.160946705,27.67503669,0,0,0
166.5,51.50936633,-0.1609677023,22.23026357,0,0,0
167,51.50936126,-0.160987593,30.64829766,0,0,0
167.5,51.50938969,-0.1609878316,27.12317488,0,0,0
168,51.50939797,-0.1609295147,26.7743286,0,0,0
168.5,51.50941712,-0.1610105827,23.00445062,0,0,0
169,51.50939651,-0.1609621248,27.76566785,0,0,0
169.5,51.50938075,-0.1609562012,32.90688896,0,0,0
170,51.50944314,-0.1610012547,22.10500855,0,0,0
170.5,51.50941957,-0.160951804,27.47531399,0,0,0
171,51.50942899,-0.1609727111,26.80263377,0,0,0
171.5,51.50946473,-0.1609859214,29.44026707,0,0,0
172,51.50939758,-0.1609624024,30.34938474,0,0,0
172.5,51.50945649,-0.1609947059,27.86501762,0,0,0
173,51.5094614,-0.1609875848,26.45591306,0,0,0
173.5,51.50946702,-0.1609287819,27.75315755,0,0,0
174,51.50944406,-0.1609475014,28.18463237,0,0,0
174.5,51.50947025,-0.1609639352,28.13499246,0,0,0
175,51.50951156,-0.1609456149,26.92770992,0,0,0
175.5,51.50951431,-0.1609960848,22.06400106,0,0,0
176,51.50947982,-0.1609428808,31.28293275,0,0,0
176.5,51.50948647,-0.1609623155,23.18750484,0,0,0
177,51.50949037,-0.1609805764,26.36433034,0,0,0
177.5,51.50949594,-0.160945273,35.57951838,0,0,0
178,51.50950329,-0.1610008425,27.72658731,0,0,0
178.5,51.50949485,-0.1609656278,24.86872466,0,0,0
179,51.50953539,-0.160984711,21.66910568,0,0,0
179.5,51.50953399,-0.1610185116,27.17650335,0,0,0
180,51.50954377,-0.1609796641,30.92069794,0,0,0
180.5,51.50953243,-0.1609372307,29.64462891,0,0,0
181,51.50953905,-0.1609726157,29.70479943,0,0,0
181.5,51.50954528,-0.1609533277,20.66509302,0,0,0
182,51.50954225,-0.160953047,24.72536416,0,0,0
182.5,51.50956966,-0.1609661296,27.53910288,0,0,0
183,51.50957346,-0.16094039,27.26397618,0,0,0
183.5,51.50958373,-0.1609880771,23.64622486,0,0,0
184,51.50956394,-0.1609875918,31.16197412,0,0,0
184.5,51.50958119,-0.1609311517,29.27478403,0,0,0
185,51.5095931,-0.1609929292,25.49660561,0,0,0
185.5,51.50958206,-0.1609255983,23.55529933,0,0,0
186,51.50962042,-0.1609555431,23.1989488,0,0,0
186.5,51.50963457,-0.1609866123,21.14261561,0,0,0
187,51.50959465,-0.1609560469,26.47376545,0,0,0
187.5,51.50963708,-0.1609594608,24.96179629,0,0,0
188,51.50961478,-0.1609934635,23.58741471,0,0,0
188.5,51.50963862,-0.160953476,31.25980467,0,0,0
189,51.50962831,-0.1610017091,27.2597729,0,0,0
189.5,51.50966033,-0.1609819644,26.47678309,0,0,0
190,51.50965257,-0.1609491247,33.39392199,0,0,0
190.5,51.50961491,-0.1609100566,21.0533175,0,0,0
191,51.5096125,-0.1609524336,32.12304965,0,0,0
191.5,51.50963119,-0.1609407228,26.32174434,0,0,0
192,51.50962052,-0.1609559822,33.68771712,0,0,0
192.5,51.50965594,-0.160973952,26.12973533,0,0,0
193,51.50965286,-0.1609154993,31.53833471,0,0,0
193.5,51.50964497,-0.160929647,29.22552596,0,0,0
194,51.50964026,-0.160958976,25.86460865,0,0,0
194.5,51.50963428,-0.1609748078,30.25891299,0,0,0
195,51.50964561,-0.1609691139,26.5187002,0,0,0
195.5,51.50961274,-0.1609238695,36.31785837,0,0,0
196,51.50964106,-0.1609348241,28.18095304,0,0,0
196.5,51.50962726,-0.1609440482,27.60615736,0,0,0
197,51.50964294,-0.1609902989,25.39680251,0,0,0
197.5,51.50963302,-0.160937806,28.78091572,0,0,0
198,51.50964371,-0.1609685128,25.29490877,0,0,0
198.5,51.50961499,-0.1609911073,29.17656439,0,0,0
199,51.50961846,-0.1609189407,21.53876151,0,0,0
199.5,51.50959351,-0.1609658718,27.91657494,0,0,0
200,51.50958659,-0.1609446528,29.66491486,0,0,0
200.5,51.50958322,-0.1609544114,25.65877437,0,0,0
201,51.50960517,-0.1609845207,22.91312139,0,0,0
201.5,51.50958323,-0.1609626663,21.67227738,0,0,0
202,51.50955914,-0.1609692015,29.00839082,0,0,0
202.5,51.50957024,-0.1609199164,27.43947822,0,0,0
203,51.50959865,-0.1609529255,22.13128028,0,0,0
203.5,51.5095449,-0.1609406976,32.21426693,0,0,0
204,51.50954821,-0.1609623455,31.31852715,0,0,0
204.5,51.50954607,-0.1609400018,27.90184914,0,0,0
205,51.50956679,-0.1609359711,18.4165378,0,0,0
205.5,51.50954276,-0.1609612914,30.96925996,0,0,0
206,51.50950089,-0.1609268244,29.61502623,0,0,0
206.5,51.50949618,-0.1609374273,32.76514771,0,0,0
207,51.50951837,-0.1609652685,30.93849262,0,0,0
207.5,51.50953978,-0.1609811244,25.43009457,0,0,0
208,51.50948197,-0.1609475774,31.15444304,0,0,0
208.5,51.50950792,-0.1609636335,29.26835438,0,0,0
209,51.50948136,-0.1609265452,33.20444634,0,0,0
209.5,51.50949267,-0.1609420238,24.3413292,0,0,0
210,51.50949297,-0.1609590106,26.74625551,0,0,0
210.5,51.50950486,-0.1609520805,27.59246237,0,0,0
211,51.50947607,-0.1609409898,28.39769803,0,0,0
211.5,51.50943118,-0.1609248587,28.06614377,0,0,0
212,51.50945014,-0.1609409365,32.68000976,0,0,0
212.5,51.50946184,-0.1609937065,26.71563916,0,0,0
213,51.50946413,-0.1609878266,25.34006424,0,0,0
213.5,51.50944512,-0.160998613,28.28075233,0,0,0
